GeneID	GeneName	ka	ks	ka_div_ks_plus1
TCALIF_12666	TCALIF_12666	28	21	1.27272727273
TCALIF_12665	TCALIF_12665	39	27	1.39285714286
TCALIF_12664	TCALIF_12664	6	58	0.101694915254
TCALIF_12663	TCALIF_12663	71	79	0.8875
TCALIF_12661	TCALIF_12661	23	59	0.383333333333
TCALIF_12660	TCALIF_12660	23	51	0.442307692308
TCALIF_10403	TCALIF_10403	18	45	0.391304347826
TCALIF_12669	TCALIF_12669	21	22	0.913043478261
TCALIF_12668	TCALIF_12668	1	83	0.0119047619048
TCALIF_10805	TCALIF_10805	16	15	1.0
TCALIF_10804	TCALIF_10804	7	19	0.35
TCALIF_10807	TCALIF_10807	11	54	0.2
TCALIF_10806	TCALIF_10806	0	18	0.0
TCALIF_10801	TCALIF_10801	37	55	0.660714285714
TCALIF_10800	TCALIF_10800	0	6	0.0
TCALIF_10803	TCALIF_10803	24	44	0.533333333333
TCALIF_10802	TCALIF_10802	0	12	0.0
TCALIF_10405	TCALIF_10405	0	31	0.0
TCALIF_10809	TCALIF_10809	8	6	1.14285714286
TCALIF_10808	TCALIF_10808	16	32	0.484848484848
TCALIF_10404	TCALIF_10404	136	223	0.607142857143
TCALIF_02588.3	TCALIF_02588.3	12	49	0.24
TCALIF_02588.2	TCALIF_02588.2	13	49	0.26
TCALIF_02588.1	TCALIF_02588.1	14	42	0.325581395349
TCALIF_12291	TCALIF_12291	4	42	0.093023255814
TCALIF_15129	TCALIF_15129	52	74	0.693333333333
TCALIF_15128	TCALIF_15128	1	9	0.1
TCALIF_05095	TCALIF_05095	22	41	0.52380952381
TCALIF_15125	TCALIF_15125	16	8	1.77777777778
TCALIF_12296	TCALIF_12296	4	12	0.307692307692
TCALIF_15127	TCALIF_15127	6	38	0.153846153846
TCALIF_10406	TCALIF_10406	12	7	1.5
TCALIF_15121	TCALIF_15121	29	4	5.8
TCALIF_15120	TCALIF_15120	17	2	5.66666666667
TCALIF_15122	TCALIF_15122	15	9	1.5
TCALIF_11576	TCALIF_11576	8	11	0.666666666667
TCALIF_09166	TCALIF_09166	6	44	0.133333333333
TCALIF_12294	TCALIF_12294	18	41	0.428571428571
TCALIF_02283	TCALIF_02283	14	21	0.636363636364
TCALIF_09536	TCALIF_09536	9	18	0.473684210526
TCALIF_12295	TCALIF_12295	15	48	0.30612244898
TCALIF_12403	TCALIF_12403	16	29	0.533333333333
TCALIF_12402	TCALIF_12402	12	13	0.857142857143
TCALIF_12401	TCALIF_12401	14	69	0.2
TCALIF_12400	TCALIF_12400	13	13	0.928571428571
TCALIF_12407	TCALIF_12407	3	74	0.04
TCALIF_12406	TCALIF_12406	29	16	1.70588235294
TCALIF_12405	TCALIF_12405	11	60	0.180327868852
TCALIF_12404	TCALIF_12404	2	22	0.0869565217391
TCALIF_11572	TCALIF_11572	16	54	0.290909090909
TCALIF_12409	TCALIF_12409	3	22	0.130434782609
TCALIF_12408	TCALIF_12408	4	14	0.266666666667
TCALIF_11573	TCALIF_11573	0	41	0.0
TCALIF_11570	TCALIF_11570	3	28	0.103448275862
TCALIF_09535	TCALIF_09535	12	26	0.444444444444
TCALIF_11571	TCALIF_11571	6	2	2.0
TCALIF_03041	TCALIF_03041	5	3	1.25
TCALIF_14254	TCALIF_14254	68	119	0.566666666667
TCALIF_03043	TCALIF_03043	130	74	1.73333333333
TCALIF_03042	TCALIF_03042	57	82	0.686746987952
TCALIF_03045	TCALIF_03045	16	4	3.2
TCALIF_03044	TCALIF_03044	184	114	1.6
TCALIF_03047	TCALIF_03047	16	43	0.363636363636
TCALIF_14255	TCALIF_14255	7	9	0.7
TCALIF_03049	TCALIF_03049	0	4	0.0
TCALIF_03048	TCALIF_03048	12	37	0.315789473684
TCALIF_14256	TCALIF_14256	9	48	0.183673469388
TCALIF_03739	TCALIF_03739	20	19	1.0
TCALIF_03738	TCALIF_03738	72	63	1.125
TCALIF_10886	TCALIF_10886	7	9	0.7
TCALIF_14250	TCALIF_14250	13	24	0.52
TCALIF_14251	TCALIF_14251	16	30	0.516129032258
TCALIF_08962	TCALIF_08962	1	10	0.0909090909091
TCALIF_08961	TCALIF_08961	5	4	1.0
TCALIF_08960	TCALIF_08960	10	65	0.151515151515
TCALIF_08967	TCALIF_08967	65	125	0.515873015873
TCALIF_08966	TCALIF_08966	24	62	0.380952380952
TCALIF_08964	TCALIF_08964	2	10	0.181818181818
TCALIF_08969	TCALIF_08969	25	116	0.213675213675
TCALIF_08968	TCALIF_08968	56	169	0.329411764706
TCALIF_07298	TCALIF_07298	7	57	0.120689655172
TCALIF_07299	TCALIF_07299	14	7	1.75
TCALIF_09533	TCALIF_09533	0	30	0.0
TCALIF_07928	TCALIF_07928	122	31	3.8125
TCALIF_07926	TCALIF_07926	6	49	0.12
TCALIF_07927	TCALIF_07927	31	58	0.525423728814
TCALIF_07924	TCALIF_07924	58	59	0.966666666667
TCALIF_07925	TCALIF_07925	0	20	0.0
TCALIF_07922	TCALIF_07922	3	0	3.0
TCALIF_07296	TCALIF_07296	57	51	1.09615384615
TCALIF_07921	TCALIF_07921	18	27	0.642857142857
TCALIF_06680	TCALIF_06680	35	56	0.614035087719
TCALIF_05475	TCALIF_05475	47	60	0.770491803279
TCALIF_08043	TCALIF_08043	17	39	0.425
TCALIF_02964	TCALIF_02964	17	38	0.435897435897
TCALIF_17216	TCALIF_17216	2	0	2.0
TCALIF_00804	TCALIF_00804	2	10	0.181818181818
TCALIF_00805	TCALIF_00805	5	2	1.66666666667
TCALIF_09960	TCALIF_09960	35	24	1.4
TCALIF_06681	TCALIF_06681	9	54	0.163636363636
TCALIF_00807	TCALIF_00807	14	22	0.608695652174
TCALIF_13759	TCALIF_13759	54	89	0.6
TCALIF_13209	TCALIF_13209	14	28	0.48275862069
TCALIF_13754	TCALIF_13754	24	44	0.533333333333
TCALIF_13207	TCALIF_13207	48	77	0.615384615385
TCALIF_13756	TCALIF_13756	0	6	0.0
TCALIF_13757	TCALIF_13757	39	72	0.534246575342
TCALIF_13750	TCALIF_13750	10	29	0.333333333333
TCALIF_13203	TCALIF_13203	30	23	1.25
TCALIF_13752	TCALIF_13752	53	45	1.15217391304
TCALIF_13753	TCALIF_13753	0	17	0.0
TCALIF_03166	TCALIF_03166	30	43	0.681818181818
TCALIF_00802	TCALIF_00802	38	96	0.39175257732
TCALIF_03167	TCALIF_03167	35	50	0.686274509804
TCALIF_09961	TCALIF_09961	15	36	0.405405405405
TCALIF_17142	TCALIF_17142	15	49	0.3
TCALIF_03164	TCALIF_03164	15	49	0.3
TCALIF_16946	TCALIF_16946	12	14	0.8
TCALIF_03165	TCALIF_03165	8	12	0.615384615385
TCALIF_06749	TCALIF_06749	8	19	0.4
TCALIF_06748	TCALIF_06748	9	32	0.272727272727
TCALIF_16947	TCALIF_16947	2	27	0.0714285714286
TCALIF_06744	TCALIF_06744	2	43	0.0454545454545
TCALIF_06747	TCALIF_06747	17	22	0.739130434783
TCALIF_06746	TCALIF_06746	7	57	0.120689655172
TCALIF_06741	TCALIF_06741	51	45	1.10869565217
TCALIF_16944	TCALIF_16944	4	15	0.25
TCALIF_03564	TCALIF_03564	17	22	0.739130434783
TCALIF_06742	TCALIF_06742	50	123	0.403225806452
TCALIF_16945	TCALIF_16945	7	4	1.4
TCALIF_01778	TCALIF_01778	0	9	0.0
TCALIF_01775	TCALIF_01775	11	17	0.611111111111
TCALIF_16942	TCALIF_16942	16	11	1.33333333333
TCALIF_01777	TCALIF_01777	3	28	0.103448275862
TCALIF_07136	TCALIF_07136	21	26	0.777777777778
TCALIF_01771	TCALIF_01771	50	271	0.183823529412
TCALIF_01770	TCALIF_01770	39	40	0.951219512195
TCALIF_17148	TCALIF_17148	32	16	1.88235294118
TCALIF_07438	TCALIF_07438	39	65	0.590909090909
TCALIF_16940	TCALIF_16940	27	21	1.22727272727
TCALIF_07434	TCALIF_07434	8	64	0.123076923077
TCALIF_07435	TCALIF_07435	34	83	0.404761904762
TCALIF_16230	TCALIF_16230	6	10	0.545454545455
TCALIF_16941	TCALIF_16941	8	15	0.5
TCALIF_07430	TCALIF_07430	40	128	0.31007751938
TCALIF_07431	TCALIF_07431	7	44	0.155555555556
TCALIF_07432	TCALIF_07432	39	141	0.274647887324
TCALIF_07433	TCALIF_07433	12	77	0.153846153846
TCALIF_03953	TCALIF_03953	60	111	0.535714285714
TCALIF_03952	TCALIF_03952	30	35	0.833333333333
TCALIF_03951	TCALIF_03951	0	9	0.0
TCALIF_03950	TCALIF_03950	12	60	0.196721311475
TCALIF_03957	TCALIF_03957	17	74	0.226666666667
TCALIF_03956	TCALIF_03956	8	35	0.222222222222
TCALIF_03954	TCALIF_03954	4	28	0.137931034483
TCALIF_03959	TCALIF_03959	1	33	0.0294117647059
TCALIF_03958	TCALIF_03958	13	36	0.351351351351
TCALIF_11836	TCALIF_11836	4	24	0.16
TCALIF_06529	TCALIF_06529	36	75	0.473684210526
TCALIF_06528	TCALIF_06528	22	34	0.628571428571
TCALIF_16231	TCALIF_16231	43	51	0.826923076923
TCALIF_06523	TCALIF_06523	30	94	0.315789473684
TCALIF_06522	TCALIF_06522	41	88	0.460674157303
TCALIF_16574	TCALIF_16574	22	46	0.468085106383
TCALIF_06524	TCALIF_06524	11	28	0.379310344828
TCALIF_06527	TCALIF_06527	23	62	0.365079365079
TCALIF_06526	TCALIF_06526	37	77	0.474358974359
TCALIF_01559	TCALIF_01559	20	40	0.487804878049
TCALIF_01558	TCALIF_01558	10	87	0.113636363636
TCALIF_17121	TCALIF_17121	7	6	1.0
TCALIF_17120	TCALIF_17120	6	0	6.0
TCALIF_17127	TCALIF_17127	11	23	0.458333333333
TCALIF_17126	TCALIF_17126	29	9	2.9
TCALIF_17125	TCALIF_17125	20	60	0.327868852459
TCALIF_17124	TCALIF_17124	34	16	2.0
TCALIF_01551	TCALIF_01551	2	22	0.0869565217391
TCALIF_01550	TCALIF_01550	18	52	0.339622641509
TCALIF_01553	TCALIF_01553	43	129	0.330769230769
TCALIF_01552	TCALIF_01552	41	24	1.64
TCALIF_01555	TCALIF_01555	15	72	0.205479452055
TCALIF_01554	TCALIF_01554	29	51	0.557692307692
TCALIF_01557	TCALIF_01557	30	32	0.909090909091
TCALIF_01556	TCALIF_01556	45	59	0.75
TCALIF_06661	TCALIF_06661	8	80	0.0987654320988
TCALIF_13206	TCALIF_13206	22	18	1.15789473684
TCALIF_06666	TCALIF_06666	54	67	0.794117647059
TCALIF_06667	TCALIF_06667	0	15	0.0
TCALIF_05771	TCALIF_05771	27	34	0.771428571429
TCALIF_07249	TCALIF_07249	8	51	0.153846153846
TCALIF_05770	TCALIF_05770	8	26	0.296296296296
TCALIF_02566	TCALIF_02566	47	38	1.20512820513
TCALIF_05773	TCALIF_05773	20	36	0.540540540541
TCALIF_03214	TCALIF_03214	10	22	0.434782608696
TCALIF_05772	TCALIF_05772	17	62	0.269841269841
TCALIF_16233	TCALIF_16233	5	1	2.5
TCALIF_03215	TCALIF_03215	54	127	0.421875
TCALIF_05775	TCALIF_05775	4	13	0.285714285714
TCALIF_03216	TCALIF_03216	70	84	0.823529411765
TCALIF_09217	TCALIF_09217	46	64	0.707692307692
TCALIF_03217	TCALIF_03217	10	16	0.588235294118
TCALIF_05777	TCALIF_05777	58	162	0.355828220859
TCALIF_03210	TCALIF_03210	4	31	0.125
TCALIF_05776	TCALIF_05776	15	30	0.483870967742
TCALIF_03211	TCALIF_03211	0	22	0.0
TCALIF_13204	TCALIF_13204	40	68	0.579710144928
TCALIF_03212	TCALIF_03212	9	8	1.0
TCALIF_03213	TCALIF_03213	58	87	0.659090909091
TCALIF_02608	TCALIF_02608	65	112	0.575221238938
TCALIF_02609	TCALIF_02609	21	65	0.318181818182
TCALIF_02604	TCALIF_02604	1	6	0.142857142857
TCALIF_02605	TCALIF_02605	0	13	0.0
TCALIF_02607	TCALIF_02607	4	31	0.125
TCALIF_02600	TCALIF_02600	32	64	0.492307692308
TCALIF_02601	TCALIF_02601	65	51	1.25
TCALIF_02602	TCALIF_02602	2	11	0.166666666667
TCALIF_02603	TCALIF_02603	12	11	1.0
TCALIF_04422	TCALIF_04422	275	193	1.4175257732
TCALIF_10478	TCALIF_10478	32	23	1.33333333333
TCALIF_10479	TCALIF_10479	23	70	0.323943661972
TCALIF_04423	TCALIF_04423	21	78	0.26582278481
TCALIF_10474	TCALIF_10474	6	21	0.272727272727
TCALIF_10475	TCALIF_10475	10	8	1.11111111111
TCALIF_10476	TCALIF_10476	17	111	0.151785714286
TCALIF_10477	TCALIF_10477	16	74	0.213333333333
TCALIF_04132	TCALIF_04132	67	77	0.858974358974
TCALIF_16236	TCALIF_16236	4	8	0.444444444444
TCALIF_09539	TCALIF_09539	114	72	1.56164383562
TCALIF_03253	TCALIF_03253	13	40	0.317073170732
TCALIF_00608	TCALIF_00608	26	201	0.128712871287
TCALIF_00609	TCALIF_00609	0	27	0.0
TCALIF_00602	TCALIF_00602	15	114	0.130434782609
TCALIF_00603	TCALIF_00603	8	18	0.421052631579
TCALIF_00600	TCALIF_00600	43	57	0.741379310345
TCALIF_00601	TCALIF_00601	24	39	0.6
TCALIF_00606	TCALIF_00606	5	62	0.0793650793651
TCALIF_00607	TCALIF_00607	28	60	0.459016393443
TCALIF_00604	TCALIF_00604	28	89	0.311111111111
TCALIF_00605	TCALIF_00605	10	28	0.344827586207
TCALIF_15806	TCALIF_15806	0	5	0.0
TCALIF_15807	TCALIF_15807	88	111	0.785714285714
TCALIF_11879	TCALIF_11879	38	50	0.745098039216
TCALIF_11878	TCALIF_11878	45	48	0.918367346939
TCALIF_15802	TCALIF_15802	30	45	0.652173913043
TCALIF_05409	TCALIF_05409	28	27	1.0
TCALIF_15800	TCALIF_15800	5	4	1.0
TCALIF_15801	TCALIF_15801	10	55	0.178571428571
TCALIF_11873	TCALIF_11873	99	115	0.853448275862
TCALIF_11872	TCALIF_11872	12	53	0.222222222222
TCALIF_11871	TCALIF_11871	49	165	0.295180722892
TCALIF_11870	TCALIF_11870	152	413	0.367149758454
TCALIF_11877	TCALIF_11877	46	62	0.730158730159
TCALIF_09538	TCALIF_09538	79	38	2.02564102564
TCALIF_15808	TCALIF_15808	19	44	0.422222222222
TCALIF_11874	TCALIF_11874	56	77	0.717948717949
TCALIF_05072	TCALIF_05072	28	49	0.56
TCALIF_05073	TCALIF_05073	233	166	1.39520958084
TCALIF_05070	TCALIF_05070	38	124	0.304
TCALIF_05071	TCALIF_05071	68	107	0.62962962963
TCALIF_05076	TCALIF_05076	15	20	0.714285714286
TCALIF_05077	TCALIF_05077	25	48	0.510204081633
TCALIF_05074	TCALIF_05074	45	38	1.15384615385
TCALIF_05075	TCALIF_05075	101	162	0.61963190184
TCALIF_05078	TCALIF_05078	36	146	0.244897959184
TCALIF_05079	TCALIF_05079	8	6	1.14285714286
TCALIF_05405	TCALIF_05405	66	176	0.372881355932
TCALIF_14315	TCALIF_14315	14	18	0.736842105263
TCALIF_04382	TCALIF_04382	35	58	0.593220338983
TCALIF_04381	TCALIF_04381	20	36	0.540540540541
TCALIF_05404	TCALIF_05404	0	15	0.0
TCALIF_14311	TCALIF_14311	22	24	0.88
TCALIF_14310	TCALIF_14310	157	115	1.35344827586
TCALIF_14313	TCALIF_14313	452	208	2.16267942584
TCALIF_14312	TCALIF_14312	19	91	0.20652173913
TCALIF_05403	TCALIF_05403	2	23	0.0833333333333
TCALIF_16238	TCALIF_16238	6	4	1.2
TCALIF_04388	TCALIF_04388	3	13	0.214285714286
TCALIF_14319	TCALIF_14319	4	36	0.108108108108
TCALIF_14318	TCALIF_14318	15	43	0.340909090909
TCALIF_05402	TCALIF_05402	13	58	0.220338983051
TCALIF_05957	TCALIF_05957	2	6	0.285714285714
TCALIF_05388	TCALIF_05388	0	29	0.0
TCALIF_05389	TCALIF_05389	23	58	0.389830508475
TCALIF_09359	TCALIF_09359	18	45	0.391304347826
TCALIF_09358	TCALIF_09358	38	16	2.23529411765
TCALIF_05380	TCALIF_05380	3	31	0.09375
TCALIF_05381	TCALIF_05381	2	21	0.0909090909091
TCALIF_05382	TCALIF_05382	8	30	0.258064516129
TCALIF_05383	TCALIF_05383	6	33	0.176470588235
TCALIF_09357	TCALIF_09357	116	163	0.707317073171
TCALIF_05385	TCALIF_05385	25	62	0.396825396825
TCALIF_09607	TCALIF_09607	21	75	0.276315789474
TCALIF_05387	TCALIF_05387	4	18	0.210526315789
TCALIF_12165	TCALIF_12165	7	48	0.142857142857
TCALIF_04237	TCALIF_04237	23	57	0.396551724138
TCALIF_04236	TCALIF_04236	22	86	0.252873563218
TCALIF_05259	TCALIF_05259	21	30	0.677419354839
TCALIF_04659	TCALIF_04659	22	48	0.448979591837
TCALIF_04658	TCALIF_04658	46	172	0.265895953757
TCALIF_04655	TCALIF_04655	0	9	0.0
TCALIF_04654	TCALIF_04654	31	55	0.553571428571
TCALIF_04657	TCALIF_04657	12	35	0.333333333333
TCALIF_04656	TCALIF_04656	14	22	0.608695652174
TCALIF_04651	TCALIF_04651	32	83	0.380952380952
TCALIF_04650	TCALIF_04650	6	31	0.1875
TCALIF_04653	TCALIF_04653	27	58	0.457627118644
TCALIF_04652	TCALIF_04652	0	35	0.0
TCALIF_13927	TCALIF_13927	20	15	1.25
TCALIF_13926	TCALIF_13926	85	115	0.73275862069
TCALIF_13925	TCALIF_13925	123	98	1.24242424242
TCALIF_13924	TCALIF_13924	9	24	0.36
TCALIF_13923	TCALIF_13923	19	37	0.5
TCALIF_13434	TCALIF_13434	15	45	0.326086956522
TCALIF_13437	TCALIF_13437	16	42	0.372093023256
TCALIF_13436	TCALIF_13436	27	66	0.402985074627
TCALIF_03386	TCALIF_03386	10	35	0.277777777778
TCALIF_13438	TCALIF_13438	4	8	0.444444444444
TCALIF_03385	TCALIF_03385	4	14	0.266666666667
TCALIF_03382	TCALIF_03382	4	52	0.0754716981132
TCALIF_03383	TCALIF_03383	15	59	0.25
TCALIF_03380	TCALIF_03380	24	14	1.6
TCALIF_03381	TCALIF_03381	13	25	0.5
TCALIF_15370	TCALIF_15370	12	0	12.0
TCALIF_15371	TCALIF_15371	14	4	2.8
TCALIF_15372	TCALIF_15372	6	4	1.2
TCALIF_15373	TCALIF_15373	71	62	1.12698412698
TCALIF_11693	TCALIF_11693	16	99	0.16
TCALIF_15375	TCALIF_15375	34	12	2.61538461538
TCALIF_11691	TCALIF_11691	37	32	1.12121212121
TCALIF_11690	TCALIF_11690	53	97	0.540816326531
TCALIF_15378	TCALIF_15378	19	6	2.71428571429
TCALIF_15379	TCALIF_15379	104	38	2.66666666667
TCALIF_09975	TCALIF_09975	25	40	0.609756097561
TCALIF_09974	TCALIF_09974	15	38	0.384615384615
TCALIF_09973	TCALIF_09973	97	197	0.489898989899
TCALIF_05921	TCALIF_05921	110	108	1.00917431193
TCALIF_11699	TCALIF_11699	26	71	0.361111111111
TCALIF_11698	TCALIF_11698	36	69	0.514285714286
TCALIF_09079	TCALIF_09079	19	89	0.211111111111
TCALIF_08004	TCALIF_08004	107	102	1.03883495146
TCALIF_04038	TCALIF_04038	20	68	0.289855072464
TCALIF_08006	TCALIF_08006	0	11	0.0
TCALIF_08559	TCALIF_08559	53	40	1.29268292683
TCALIF_08000	TCALIF_08000	16	42	0.372093023256
TCALIF_08001	TCALIF_08001	2	51	0.0384615384615
TCALIF_08002	TCALIF_08002	2	10	0.181818181818
TCALIF_08003	TCALIF_08003	9	47	0.1875
TCALIF_04031	TCALIF_04031	2	27	0.0714285714286
TCALIF_08553	TCALIF_08553	27	50	0.529411764706
TCALIF_04033	TCALIF_04033	2	40	0.0487804878049
TCALIF_04032	TCALIF_04032	14	30	0.451612903226
TCALIF_08008	TCALIF_08008	2	77	0.025641025641
TCALIF_08009	TCALIF_08009	14	29	0.466666666667
TCALIF_08554	TCALIF_08554	0	57	0.0
TCALIF_08555	TCALIF_08555	20	24	0.8
TCALIF_07607	TCALIF_07607	11	14	0.733333333333
TCALIF_07606	TCALIF_07606	14	13	1.0
TCALIF_07605	TCALIF_07605	31	38	0.794871794872
TCALIF_07604	TCALIF_07604	5	40	0.121951219512
TCALIF_07603	TCALIF_07603	34	85	0.395348837209
TCALIF_07602	TCALIF_07602	15	21	0.681818181818
TCALIF_07601	TCALIF_07601	8	52	0.150943396226
TCALIF_03562	TCALIF_03562	1	12	0.0769230769231
TCALIF_03563	TCALIF_03563	15	48	0.30612244898
TCALIF_03560	TCALIF_03560	4	20	0.190476190476
TCALIF_03561	TCALIF_03561	62	197	0.313131313131
TCALIF_03567	TCALIF_03567	35	96	0.360824742268
TCALIF_07609	TCALIF_07609	0	8	0.0
TCALIF_07608	TCALIF_07608	6	43	0.136363636364
TCALIF_04393	TCALIF_04393	35	59	0.583333333333
TCALIF_15026	TCALIF_15026	0	7	0.0
TCALIF_14990	TCALIF_14990	6	8	0.666666666667
TCALIF_09659	TCALIF_09659	11	42	0.255813953488
TCALIF_04394	TCALIF_04394	8	20	0.380952380952
TCALIF_03431	TCALIF_03431	1	15	0.0625
TCALIF_12954	TCALIF_12954	37	50	0.725490196078
TCALIF_02381	TCALIF_02381	13	28	0.448275862069
TCALIF_02383	TCALIF_02383	20	88	0.224719101124
TCALIF_02382	TCALIF_02382	11	28	0.379310344828
TCALIF_02385	TCALIF_02385	4	106	0.0373831775701
TCALIF_02384	TCALIF_02384	5	24	0.2
TCALIF_02387	TCALIF_02387	0	12	0.0
TCALIF_02386	TCALIF_02386	0	18	0.0
TCALIF_11116	TCALIF_11116	4	26	0.148148148148
TCALIF_12342	TCALIF_12342	2	0	2.0
TCALIF_12344	TCALIF_12344	25	49	0.5
TCALIF_12345	TCALIF_12345	11	20	0.52380952381
TCALIF_12950	TCALIF_12950	22	63	0.34375
TCALIF_13699	TCALIF_13699	17	26	0.62962962963
TCALIF_13698	TCALIF_13698	4	45	0.0869565217391
TCALIF_13694	TCALIF_13694	38	26	1.40740740741
TCALIF_13696	TCALIF_13696	2	2	0.666666666667
TCALIF_13691	TCALIF_13691	4	14	0.266666666667
TCALIF_13690	TCALIF_13690	69	29	2.3
TCALIF_13693	TCALIF_13693	17	94	0.178947368421
TCALIF_13692	TCALIF_13692	28	46	0.595744680851
TCALIF_16137	TCALIF_16137	14	27	0.5
TCALIF_02165	TCALIF_02165	18	21	0.818181818182
TCALIF_02164	TCALIF_02164	21	72	0.287671232877
TCALIF_02167	TCALIF_02167	151	145	1.03424657534
TCALIF_02166	TCALIF_02166	15	31	0.46875
TCALIF_02161	TCALIF_02161	13	50	0.254901960784
TCALIF_02160	TCALIF_02160	36	87	0.409090909091
TCALIF_02163	TCALIF_02163	26	53	0.481481481481
TCALIF_02162	TCALIF_02162	26	99	0.26
TCALIF_02169	TCALIF_02169	6	37	0.157894736842
TCALIF_17336	TCALIF_17336	21	13	1.5
TCALIF_17337	TCALIF_17337	38	28	1.31034482759
TCALIF_17334	TCALIF_17334	4	2	1.33333333333
TCALIF_17335	TCALIF_17335	3	27	0.107142857143
TCALIF_17332	TCALIF_17332	5	2	1.66666666667
TCALIF_17333	TCALIF_17333	2	8	0.222222222222
TCALIF_17330	TCALIF_17330	4	12	0.307692307692
TCALIF_17331	TCALIF_17331	3	5	0.5
TCALIF_03434	TCALIF_03434	3	13	0.214285714286
TCALIF_04279	TCALIF_04279	124	94	1.30526315789
TCALIF_17338	TCALIF_17338	0	6	0.0
TCALIF_17339	TCALIF_17339	13	4	2.6
TCALIF_13530	TCALIF_13530	12	62	0.190476190476
TCALIF_13531	TCALIF_13531	20	34	0.571428571429
TCALIF_16425	TCALIF_16425	2	5	0.333333333333
TCALIF_16424	TCALIF_16424	4	36	0.108108108108
TCALIF_16427	TCALIF_16427	2	6	0.285714285714
TCALIF_16426	TCALIF_16426	9	6	1.28571428571
TCALIF_16421	TCALIF_16421	14	7	1.75
TCALIF_16420	TCALIF_16420	4	18	0.210526315789
TCALIF_16423	TCALIF_16423	9	20	0.428571428571
TCALIF_16422	TCALIF_16422	14	38	0.358974358974
TCALIF_06266	TCALIF_06266	8	19	0.4
TCALIF_06267	TCALIF_06267	25	42	0.581395348837
TCALIF_06264	TCALIF_06264	2	35	0.0555555555556
TCALIF_06265	TCALIF_06265	23	43	0.522727272727
TCALIF_16429	TCALIF_16429	12	13	0.857142857143
TCALIF_16428	TCALIF_16428	12	21	0.545454545455
TCALIF_06260	TCALIF_06260	13	33	0.382352941176
TCALIF_06261	TCALIF_06261	0	18	0.0
TCALIF_03256	TCALIF_03256	9	72	0.123287671233
TCALIF_03902	TCALIF_03902	82	132	0.616541353383
TCALIF_04295	TCALIF_04295	67	97	0.683673469388
TCALIF_11028	TCALIF_11028	42	70	0.591549295775
TCALIF_05478	TCALIF_05478	16	16	0.941176470588
TCALIF_14027.1	TCALIF_14027.1	12	25	0.461538461538
TCALIF_14027.2	TCALIF_14027.2	7	17	0.388888888889
TCALIF_11759	TCALIF_11759	11	38	0.282051282051
TCALIF_11024	TCALIF_11024	25	41	0.595238095238
TCALIF_04294	TCALIF_04294	22	28	0.758620689655
TCALIF_15076	TCALIF_15076	0	14	0.0
TCALIF_07869	TCALIF_07869	6	45	0.130434782609
TCALIF_15075	TCALIF_15075	18	34	0.514285714286
TCALIF_01120	TCALIF_01120	20	165	0.120481927711
TCALIF_05479	TCALIF_05479	14	71	0.194444444444
TCALIF_01122	TCALIF_01122	48	71	0.666666666667
TCALIF_01123	TCALIF_01123	0	16	0.0
TCALIF_01124	TCALIF_01124	12	55	0.214285714286
TCALIF_01125	TCALIF_01125	24	59	0.4
TCALIF_01126	TCALIF_01126	2	48	0.0408163265306
TCALIF_01127	TCALIF_01127	15	23	0.625
TCALIF_01128	TCALIF_01128	37	113	0.324561403509
TCALIF_01129	TCALIF_01129	0	10	0.0
TCALIF_11021	TCALIF_11021	16	75	0.210526315789
TCALIF_10647	TCALIF_10647	140	115	1.20689655172
TCALIF_10646	TCALIF_10646	35	87	0.397727272727
TCALIF_10645	TCALIF_10645	7	44	0.155555555556
TCALIF_10644	TCALIF_10644	45	76	0.584415584416
TCALIF_10315	TCALIF_10315	5	5	0.833333333333
TCALIF_10314	TCALIF_10314	8	55	0.142857142857
TCALIF_10317	TCALIF_10317	35	28	1.20689655172
TCALIF_10316	TCALIF_10316	6	8	0.666666666667
TCALIF_10319	TCALIF_10319	12	93	0.127659574468
TCALIF_10318	TCALIF_10318	0	14	0.0
TCALIF_00837	TCALIF_00837	6	18	0.315789473684
TCALIF_11023	TCALIF_11023	38	39	0.95
TCALIF_05359	TCALIF_05359	11	35	0.305555555556
TCALIF_00830	TCALIF_00830	11	56	0.19298245614
TCALIF_10649	TCALIF_10649	36	35	1.0
TCALIF_10648	TCALIF_10648	17	14	1.13333333333
TCALIF_11991	TCALIF_11991	32	13	2.28571428571
TCALIF_11992	TCALIF_11992	4	0	4.0
TCALIF_11320	TCALIF_11320	4	29	0.133333333333
TCALIF_11994	TCALIF_11994	45	46	0.957446808511
TCALIF_11995	TCALIF_11995	11	7	1.375
TCALIF_11996	TCALIF_11996	68	103	0.653846153846
TCALIF_11997	TCALIF_11997	30	63	0.46875
TCALIF_11998	TCALIF_11998	27	63	0.421875
TCALIF_11999	TCALIF_11999	9	31	0.28125
TCALIF_04296	TCALIF_04296	3	41	0.0714285714286
TCALIF_04464	TCALIF_04464	0	24	0.0
TCALIF_16532	TCALIF_16532	14	37	0.368421052632
TCALIF_05358	TCALIF_05358	4	18	0.210526315789
TCALIF_05477	TCALIF_05477	18	35	0.5
TCALIF_14818	TCALIF_14818	9	16	0.529411764706
TCALIF_14819	TCALIF_14819	6	0	6.0
TCALIF_14816	TCALIF_14816	14	9	1.4
TCALIF_14817	TCALIF_14817	50	20	2.38095238095
